term	year	subject	label	number	description	prereq	hours	geneds
Spring	2024	CLE	Plastic and Reconstructive Surgery	742	Each four-week rotation will consist of familiarization with general plastic and reconstructive surgery. Emphasis will depend upon the current office and surgical case load. The student will assist in all facets of the practice and have an opportunity to view a wide range of cosmetic plastic surgery. The clinical and surgical experience will provide a solid foundation for innovative ideas in plastic and reconstructive surgery. No graduate credit. 4 professional hours. Approved for S/U grading only. 	Surgery Clerkship. Restricted to students in Phase 2 or Phase 3 of the Carle Illinois College of Medicine curriculum.	4 hours	
Spring	2024	CLE	Orthopedic Trauma	743	An advanced clinical elective focusing on the management of patients sustaining major orthopedic injuries and their sequelae. Students will be involved in all aspects of the continuum of care, including initial emergency management, non-operative and surgical treatment of injuries, inpatient care, and the outpatient management of patients sustaining fractures and dislocations of the extremities and pelvis. Students will work with faculty daily and are expected to have direct participation in all activities. The application of basic science foundations in anatomy, cell biology/systems physiology, and fundamental biomechanical principles will be emphasized as they relate to the treatment of fractures and optimizing fracture healing. Students may, with approval of faculty director, create a proposed innovated solution to an orthopedic trauma situation. No graduate credit. 4 professional hours. Approved for S/U grading only. 	Surgery Core Clerkship. Restricted to students enrolled in Phase 2 or 3 of the Carle Illinois College of Medicine.	4 hours	
Spring	2024	CLE	Oral & Maxillofacial Surgery I	744	Provides exposure to the field of Oral & Maxillofacial surgery. Students will gain experience in the full scope of this surgical specialty including traditional outpatient ambulatory surgery, craniomaxillofacial trauma, orthognathic/reconstructive surgery, cleft lip and palate surgery, and maxillofacial oncology. The student will gain experience in head and neck surgical anatomy, imaging, and principles of management of these subspecialty areas. Additionally, students will gain exposure in the application of technology to these clinical problems such as the role virtual surgical planning. No graduate credit. 2 professional hours. Approved for S/U grading only. Available for honors grading. 	CLE 670: Surgery Clerkship. Restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Oral & Maxillofacial Surgery II	745	Provides exposure to the field of Oral & Maxillofacial surgery. Students will gain experience in the full scope of this surgical specialty including traditional outpatient ambulatory surgery, craniomaxillofacial trauma, orthognathic/reconstructive surgery, cleft lip and palate surgery, and maxillofacial oncology. The student will gain experience in head and neck surgical anatomy, imaging, and principles of management of these subspecialty areas. This advanced course will allow for increased involvement in the day to day management of patients in the clinic, emergency room, in-patient setting, and the operating room. No graduate credit. 4 professional hours. Approved for S/U grading only. Available for honors grading. 	CLE 670: Surgery Clerkship. Restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	4 hours	
Spring	2024	CLE	Otolaryngology - ENT	746	This elective is designed for the student seriously considering a career in otolaryngology or seeking a deeper knowledge of ENT. Emphasis on diagnosis and treatment of common head and neck disorders. Students will experience ENT patients in ambulatory, surgery, and in-patient settings. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Family Med and OR Orientation. Restricted to students enrolled in the MD program at Carle Illinois College of Medicine in Phase 2 or Phase 3 of the curriculum.	2 hours	
Spring	2024	CLE	Surgical Pathophysiology	748	Underlying modern diagnosis and treatment of complex surgical disease is a fascinating and complex pathophysiology. In the context of current practitioner training, it has become challenging to address these fundamental concepts in detail that is sufficient to initiate long-term interest in the scientific underpinnings of surgical science. This rotation allows student a ‘deep dive’ into the underlying physiology and medical history of modern diagnosis and treatment. Students will meet surgical patients, whose disease will initiate investigations of the historical and basic science underpinnings of modern surgical care. Potential areas of investigation may include classic medical physiology such as the treatment of hyperkalemia in a surgical patient with particular attention to the associated cellular processes and electrophysiology, the mechanisms of non-cytotoxic systemic cancer therapy such as immunotherapy and gene or protein directed therapy or the physiology of systemic inflammatory response and the (largely failed) attempts to intervene in that pathologic process on the cellular level. No graduate credit. 4 professional hours. Approved for S/U grading only. 	Students must be in Phase 2 or Phase 3 of the curriculum. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	4 hours	
Spring	2024	CLE	Developmental Pediatrics	750	This clinical rotation is designed to provide a student with a comprehensive preview of the commonplace developmental and behavioral problems experienced by up to 15% of children in our community. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Students must be in Phase 2 or Phase 3 of the Carle Illinois College of Medicine curriculum. This course is restricted to Carle Illinois College of Medicine students.	2 hours	
Spring	2024	CLE	Neonatal Intensive Care	751	The student enrolled in this elective will be exposed to caring for neonates in the Carle Neonatal Intensive Care Unit (NICU). Students will participate and present in daily rounds, attend deliveries, and assist with procedures. Students will learn basic principles of neonatal care, as well as the diagnosis and management of common neonatal pathology. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Restricted to students in Phase 2 or Phase 3 of the Carle Illinois College of Medicine curriculum.	2 hours	
Spring	2024	CLE	Pediatric Pulmonology & Sleep Medicine	752	The goals of the Pediatric Pulmonology & Pediatric Sleep Medicine elective rotation are to delve into common pediatric pulmonary and sleep diagnoses (asthma, cystic fibrosis, insomnia, snoring) and become familiar with less common conditions. Students will learn to further develop the differential diagnosis and use it to generate a plan of care. In addition, pharmacology, physiology, radiographic imaging, pulmonary function testing, and polysomnography will be discussed as they relate to the various pulmonary and sleep diagnoses. No graduate credit. 4 professional hours. Approved for S/U grading only. May be repeated in separate terms up to a maximum 8 hours. 	Restricted to students enrolled in Phase 2 or 3 or the Carle Illinois Curriculum.	4 hours	
Spring	2024	CLE	Pediatric Hematology	753	Many of the important problems in Pediatric Hematology are encountered in an outpatient setting. The major goals of this elective are to gain exposure to diagnostic challenges, the evaluation of anemia, easy bruising and bleeding abnormalities, lymphadenopathy, neutropenia, thrombocytopenia, autoimmune, and other immunologic disorders. Additionally, students will gain exposure to patients with sickle cell disease, bleeding disorders, and clotting disorders. Finally, management of families facing major challenges, with attention to medical and psychosocial factors and provision of care in a multi-disciplinary team setting will be presented. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Completion of the Carle Illinois Pediatrics Clerkship. Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Physical Medicine and Rehabilitation	764	Provide students with an introduction to in-patient physical medicine and rehabilitation. Students will consult with patients in the hospital for possible admission, admit the patient, perform a history and physical, and round daily with attending physicians. Student will learn about different types of care provided through the physical medicine and rehabilitation service including: Rehabilitation, electrodiagnosis, general outpatient and musculoskeletal rehabilitation, and non-healing wound care rehab. Students will have an opportunity to work with a physician, to determine the goals and objectives of patient rehabilitation. Students will have the opportunity to observe and interact with other rehabilitation team members including physical and occupational therapists, speech-language pathologists, rehabilitation social work, case management, nutrition, and psychology. Outpatients are seen for musculoskeletal problems. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Family Medicine. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Orthopedic Sports Medicine	765	The student participating in this elective will gain initial exposure to Orthopedic Sports Medicine both in the clinic setting and in the operating room. The student will work one-on-one with the faculty in the operating room and clinic in the care of orthopedic sports medicine patients. This elective can be tailored to the individual student’s needs, interest, and educational level. No graduate credit. 2 professional hours. Approved for S/U grading only.		2 hours	
Spring	2024	CLE	Addiction Medicine	771	This unique elective offers students direct access to the rapidly developing field of addiction medicine. Students will take part in direct patient care at an outpatient addiction specialty clinic with a multidisciplinary team of providers. They will also have the opportunity to attend a drug court in Champaign County and participate in a needle exchange program through the Champaign County Public Health Department. On satisfactory completion, students will have gained a better understanding of the evidence-based treatment options of individuals living with substance use disorders. They will also have firsthand experience combating one of the greatest challenges facing modern medicine - the opioid epidemic. No graduate credit. 2 professional hours. Approved for S/U grading only. 	This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Outpatient Psychiatry	772	Students interested in pursuing a Psychiatry residency will manage both adult outpatient psychiatric care and child/adolescent outpatient psychiatric care in this elective. Students will learn in-depth evaluation, diagnosis, and safe management of psychiatric patients in an ambulatory setting. Students will work one-on-one with an attending psychiatrist or supervisor to achieve these goals. In addition, students will attend relevant departmental meetings, professional development sessions, and didactics. The student may also participate in care coordination meetings. No graduate credit. 2 professional hours. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 4 hours. 	Successful completion of the Carle Illinois College of Medicine Psychiatry Clerkship. Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine curriculum.	2 hours	
Spring	2024	CLE	Radiation Oncology	773	Radiotherapy is an integral part modern multidisciplinary cancer care. This clinical elective is designed to introduce students to the field of Radiation Oncology and use of radiotherapy. We will provide direct experience with evaluation and management of patients with malignant disease, as well as occasional benign conditions regarding radiotherapy. Students will learn epidemiology, pathophysiology, and staging of cancer patients, and then utilize evidence-based approaches for their treatment. This will include opportunities to learn basic information about radiobiology and physics to inform their understanding of radiotherapy planning and treatment delivery. Students will augment direct patient care interactions with attendance of multidisciplinary tumor conferences with other oncologic specialties, as well as departmental quality assurance rounds. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Medicine Core Clerkship. Restricted to students enrolled in Phase 2 or 3 of Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Simulated Clinical Ultrasound	774	The Simulated Ultrasound elective enables students to develop skills related to clinical ultrasound. Utilizing a SonoSim and the associated online modules, students will have the opportunity to enhance their understanding of this imaging tool, and prepare for clinical environments that could benefit from point-of-care ultrasound. Students will learn ultrasound principles and acquisition skills through an online self-paced module. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Restricted to students enrolled in the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Point of Care Ultrasound	775	The Clinical Ultrasound elective enables students to explore specialties where point-of-care ultrasound can be utilized. Students will learn ultrasound principles and acquisition skills through an online self-paced module. Students will further learn through observing sonographers, providing students with opportunity to refine their skills through observation and questions. Students will work with attending providers (up to four) in different inpatient specialties to assess and care for patients, identifying cases where ultrasound imaging may be useful. No graduate credit. 4 professional hours. Approved for S/U grading only. 	Restricted to students in Phase 2 or Phase 3 of the Carle Illinois curriculum.	4 hours	
Spring	2024	CLE	Diagnostic Radiology and Non-Cardiac Nuclear Medicine	776	Students will observe both acquisition and interpretation of diagnostic exams.These will include, but are not limited to, plain film, fluoroscopy, computerized axial tomography and magnetic resonance imaging. In addition, the student will observe both ultrasonography and nuclear medicine procedures including ultrasound of thyroid and abdominal structures. Nuclear Medicine interpretations will include bone scans, thyroid scans, PET/CT. Students will review films correlated to their clinical experiences and future residency plans, read assigned material dealing with basic diagnostic and fundamental radiology, and attend conferences related to the imaging service. Students will observe invasive diagnostic procedures occurring in the Imaging Department. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Student must be in Phase 2 or Phase 3 of the curriculum. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Vascular and Interventional Radiology	777	Students will observe and work with the Vascular and Interventional radiology team at Carle foundation Hospital. Students will observe and participate in clinical management of patient with a disease and pathophysiology involving the entire human body and all organ systems. Student will learn basic imaging principles and how they are applied to the management and treatment of disease with special attention to minimally invasive, imaging guided techniques. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Students must be in Phase 2 or Phase 3 of the curriculum. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Imaging in Critical Care	778	This elective focuses on remote learning of imaging in the ICU. The primary focus will be interpretation of chest x-ray and chest CT. This starting point will allow students to pursue individual learning goals regarding critical care such as infectious disease, pulmonology, cardiology, and physics. Students will be given a chance to “follow” the patients through their time in the ICU by viewing their images and all other records. This will allow students to become facile with the electronic medical record system. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Family Medicine Clerkship. Restricted to students in Phase 2 or Phase 3 of the Carle Illinois College of Medicine curriculum.	2 hours	
Spring	2024	CLE	Bariatric Surgery	779	The goal of this rotation is to recognize the importance of obesity as a disease and the strong impact it has in patients’health, also to describe the management of obesity and understand the pathophysiology of obesity. It will mainly focus on the pre-op assessment of bariatric patients by a multidisciplinary team, surgical procedures to treat obesity as well as the postoperative care of bariatric patients. No graduate credit. 4 professional hours. Approved for S/U grading only. 	Students must be in Phase 2 or Phase 3 of the curriculum. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	4 hours	
Spring	2024	CLE	Hand Surgery	780	The student participating in this elective will gain initial exposure to Orthopedic Hand Surgery both in the clinic setting and in the operating room. The student will work 1:1 with the faculty in the operating room and clinic in the care of Hand Surgery patients. This elective can be tailored to the individual student’s needs, interest, and educational level. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Surgery Clerkship. Student must be in Phase 2 or Phase 3 of the curriculum. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Vascular Surgery	781	This rotation seeks to expose the medical student to the specifics of evaluation and diagnosis of surgical vascular disease, and surgical interventions for vascular disease. Students will be involved and evaluate patients in both the inpatient and outpatient settings. Emphasis will be placed on history, physical and diagnostic results, a rich discussion of noninvasive vascular studies including venous duplex, arterial doppler, and arterial duplex, as well as advanced imaging results. The student will participate in the operating room and scrub into cases to assist with the surgical team. This rotation is designed to expose and educate medical students about the breath of vascular surgery interventions and develop an understanding of a global assessment of a patient with vascular disease. No graduate credit. 4 professional hours. Approved for S/U grading only. 	General Surgery Clerkship. Students must be in Phase 2 or Phase 3 of the curriculum. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	4 hours	
Spring	2024	CLE	Rural Surgery	782	The rotation in Rural surgery is designed to provide the student with exposure to the practice of general surgery in a rural setting at a smaller community hospital. The practice includes the evaluation and management of common general surgical conditions as well as significant exposure to flexible endoscopy – both EGD and colonoscopy. The students will be responsible for seeing new consults, writing a history and physical note, and presenting them to the preceptor. They will round on our patients daily. They will assist in all procedures. Additionally, the student will be exposed to the unique environment of a small community hospital, including the decision-making process regarding types of procedures which can be effectively completed versus those which require transfer. During this rotation, student will work one-on-one with the faculty preceptor and be provided with graded responsibility. No graduate credit. 4 professional hours. Approved for S/U grading only. 	Successful completion of the Carle Illinois Surgery Clerkship. Restricted to students in Phase 2 or Phase 3 in the Carle Illinois curriculum.	4 hours	
Spring	2024	CLE	Colon and Rectal Surgery	783	This is an advanced surgical elective focused on surgical disorders of the lower gastrointestinal tract. Students will become part of our team as we care for inpatients and outpatients with colon, rectal, and anal disorders. The student will have the opportunity to evaluate patients in the hospital, office, endoscopy suite, operating theater, and participate in several multidisciplinary conferences. No graduate credit. 4 professional hours. Approved for S/U grading only. 	Successful completion of the Carle Illinois Surgery Clerkship. Restricted to students in Phase 2 or Phase 3 in the Carle Illinois curriculum.	4 hours	
Spring	2024	CLE	Pediatric Surgery	784	Pediatric surgeons care for children (birth to age 18) with surgical concerns. These can be either congenital problems (birth defects such as anorectal malformations, Hirschprungs disease, intestinal atresias, etc) or acquired conditions that present during childhood (pyloric stenosis, hernias, appendicitis). Care is provided in both the inpatient and outpatient settings and involves both planned and emergent procedures. The student will participate in the operating room, scrubbing into cases to assist with the surgical team. Students will be active participants in both inpatient and outpatient care and will also have 1 on 1 lectures to learn about surgical care and common pediatric surgical conditions. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Successful completion of the Carle Illinois Surgery Clerkship. Restricted to Carle Illinois College of Medicine students. Students must be in Phase 2 or Phase 3 of the curriculum.	2 hours	
Spring	2024	CLE	Introduction to Urology	786	Participation in the outpatient and inpatient management of urological problems. These include urological neoplasms (prostate, bladder, renal, and testicular), urinary calculi, and management of urinary incontinence. The student will actively examine patients in the office and assist with surgery. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Students must be in Phase 2 or Phase 3 of the curriculum. This course is restricted to students enrolled in the MD program at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Introduction to Anatomic Pathology	788	This two-week elective is designed to introduce the student to the venue of anatomic pathology and its role in patient care. Areas that may be covered in Anatomic Pathology include gastrointestinal, gynecologic, genitourinary, pulmonary, head and neck, endocrine, neuropathology, and cytopathology. No graduate credit. 2 professional hours. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 12 hours. 	Completion of Phase 1. Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Introduction to Clinical Pathology	789	This two-week elective is designed to introduce the student to the various sections of the clinical laboratory and its role in patient care. The goal of this two-week educational experience is to gain basic knowledge of laboratory organization, workflow, specimen adequacy, testing methodology and test interpretation. Students will rotate through the four major disciplines in Clinical Pathology: Blood Bank/Transfusion Medicine, Clinical Chemistry, Hematology, and Microbiology. After a review of the general processes in each discipline, the pathologist in charge of the section will discuss a particular patient event or situation with the student and examine the clinical relevance of the testing in progress. No graduate credit. 2 professional hours. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 12 hours. 	Completion of Phase 1. Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Advanced Focus in Clinical Pathology	790	This two-week elective is designed to offer the student a more in-depth experience in a specific section of clinical pathology and its role in patient care. Areas that can be covered in Advanced Focus in Clinical Pathology include clinical chemistry, hematology, microbiology, and transfusion medicine. No graduate credit. 2 professional hours. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 12 hours. 	Completion of Phase 1. Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Quality Improvement & Patient Safety	793	In this elective, students will gain experience with the various aspects of health care quality and patient safety. This could include participation in continuous quality improvement plans (CQI), literature reviews to inform hospital practice, policy and protocol development, and collaborating with health care administrators to respond to community health issues. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Restricted to students enrolled in the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Values in the Physician-Patient Relationship	794	Constant changes in healthcare settings, coupled with rapid advancements in technology, lead to increasingly complicated ethical dilemmas: Who decides what—patients, doctors, or family members—and on what basis? Should patients’ autonomy always be respected, or can physicians act paternalistically towards their patients? What are the ends and norms of the medical profession and how are they determined? Can physicians deviate from these ends and norms and refuse to provide treatment, for example, for conscientious reasons? In this course, we will attempt to answer these (and other) pressing normative questions. In doing so, we will attain an understanding of the complicated network of values at play in the physician-patient relationship. No graduate credit. 2 professional hours. Approved for S/U grading only. 	Restricted to students enrolled in Phase 2 or 3 of the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Consultation-Liaison Psychiatry	795	Students will perform consultation-liaison psychiatry as well as manage patients in the outpatient setting as part of the Bridge Clinic. Students will work one-on-one with an attending psychiatrist to learn in-depth evaluation, diagnosis, and safe management of patients in consultation-liaison psychiatry and outpatient settings. In addition, student will attend relevant departmental meetings and professional development sessions. No graduate credit. 2 professional hours. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 4 hours. 	Successful completion of the Carle Illinois College of Medicine Psychiatry Clerkship course. Restricted to students enrolled in Phase 3 of the Carle Illinois College of Medicine curriculum.	2 hours	
Spring	2024	CLE	Consultation-Liaison with Outpatient Psychiatry	796	In this elective, students will perform consultation and liaison psychiatry as well as manage patients in the outpatient setting. The goal of this rotation is to learn in-depth evaluation, diagnosis, and safe management of patients in C-L and outpatient settings. Student will work one-on-one with an attending psychiatrist, other physicians, and non-physician mentors to achieve these goals. No graduate credit. 2 professional hours. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 4 hours. 	Successful completion of the Carle Illinois College of Medicine Psychiatry Clerkship course. Restricted to students enrolled in Phase 2 or Phase 3 of the Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Inpatient Psychiatry	797	This is a two-week elective in which the student will perform in-depth inpatient psychiatry. The goal of this rotation is to learn in-depth evaluation, diagnosis, and safe management of patients in the inpatient setting. The student will work one-on-one with an attending psychiatrist to achieve these goals. In addition, the student will attend relevant didactics, departmental meetings, and professional development sessions. No graduate credit. 2 professional hours. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 4 hours. 	Successful completion of the Carle Illinois College of Medicine Psychiatry Clerkship. Restricted to students enrolled in Phase 2 or 3 at Carle Illinois College of Medicine.	2 hours	
Spring	2024	CLE	Advanced Clinical Electives	799	Phase 2 and Phase 3 students are eligible to participate in short-term elective opportunities that can enhance their medical education. These electives include clinical opportunities, away rotations, away electives, clinical rotations, and visiting opportunities. Each elective is offered by participating host institutions in the U.S. and around the world. Elective opportunities are available in teaching hospitals, community clinics, and urban or rural sites and are open to clinical or final-year students, as determined by the host institution. No graduate credit. 0 to 8 professional hours. Approved for S/U grading only. May be repeated up to 20 hours in the same semester if topics vary, and separate semesters to a maximum of 32 hours. 	Restricted to students enrolled in the Carle Illinois College of Medicine.	0 TO 8 hours	
Spring	2024	CMN	Public Speaking	101	Preparation and presentation of short informative and persuasive speeches; emphasis on the selection and organization of material, methods of securing interest and attention, and the elements of delivery. Credit is not given for both CMN 101 and either CMN 111 or CMN 112. Day1Access course materials information is available at https://go.illinois.edu/Day1Access.		3 hours	
Spring	2024	CMN	Introduction to Communication	102	Provides students with an overview of the major areas of study across the diverse field of Communication. Attention is given to the study of argumentation, persuasion, mediated communication effects, rhetoric, face-to-face communication with family, friends, and romantic partners, social support, nonverbal and verbal communication, group communication, health communication, organizational communication, race and communication, sports and communication, and common research methods in the field.		4 hours	Social & Beh Sci - Beh Sci
Spring	2024	CMN	Oral & Written Comm II	112	Continuation of Oral & Written Comm I; stress on deliberation and fundamentals of communication and public argument through speaking and writing. The campus Composition I general education requirement is fulfilled by this course in conjunction with CMN 111. Credit is not given for both CMN 111+CMN 112 and other courses that fulfill the Composition I requirement (such as RHET 101+ RHET 102; RHET 105; ESL 115); Credit is also not given for both CMN 111+ CMN 112 and CMN 101. CMN 111+ CMN 112 may not be taken by students who have completed the campus Composition I general education requirement. 	CMN 111.	3 hours	Composition I
Spring	2024	CMN	Internship in Teaching Comm	204	Supervised experience in assisting in the teaching of an undergraduate course in communication; practice in preparing and presenting brief lectures, conducting activities within class, and assisting students outside of class.  	Junior standing, cumulative 3.0 grade-point average, 3.5 grade-point average in Communication coursework, recommendation from an instructor, and approval by application.	3 hours	
Spring	2024	CMN	Public Comm in Everyday Life	210	Introduces concepts useful for the critical analysis of public communication in everyday life. Drawing on communication theory and practice, especially theories of rhetoric, the course investigates techniques of persuasion, offers tools for critical analysis of public discourse, and considers the political and ethical implications of various forms of public communication.		3 hours	Humanities – Hist & Phil,Cultural Studies - Western
Spring	2024	CMN	Business and Professional Communication	211	Focus on relevant theory and research on communication strategies and skills vital to diverse business and professional contexts. Topics include personal branding and self-marketing; job interviewing basics; business ethics; business writing; networking; professional etiquette and behaviors; and business presentations. Activities include presentations, written assignments, and practice interviews. 	CMN 101.	3 hours	
Spring	2024	CMN	Intro to Organizational Comm	212	Considers major theories, research questions, and approaches to organizational communication.		3 hours	
Spring	2024	CMN	Small Group Communication	213	Considers major theories, processes, and practical measures contributing to effective communication in small group and team contexts.		3 hours	
Spring	2024	CMN	Organizational Communication & Diversity	214	A focus on the knowledge, skills, and abilities needed for students to understand and address various components of diversity in organizations. This class is designed to give students an environment to discuss diverse perspectives related to organizations. Thus, this course will explore such areas as power, gender, race, social class, sexuality, ability and age. The relationship between these areas to organizational communication concepts such as, assimilation & socialization, power, culture, employee conflict and relationships will be explored. Students do not need to have any prior knowledge of organizational communication in order to benefit from this course. Students will draw from their personal and familial organizational socialization experiences to learn about the role of culture in organizations.		3 hours	Cultural Studies - US Minority
Spring	2024	CMN	Interviewing: The Art and Science of Effective Questioning	215	Questioning is fundamental to human communication. The process for questioning in a structured, purposeful way is called interviewing, which is both an art and a social science. Students will learn theoretical principles related to major types of interviews and apply this knowledge through practice as both interviewer and interviewee, leading to competency in employment and informational interviews. Additionally, they will learn to be a critical observer of interviews taking place in the public sphere. Credit is not given for both CMN 115 and CMN 215. 	CMN 101 or CMN 111 and CMN 112.	3 hours	
Spring	2024	CMN	Communicating Public Policy	220	Study of the nature of policy-oriented communication; analysis and formulation of positions on issues of professional, personal, or public interest; design and presentation of public policy messages addressed to varying tasks and audiences, with special emphasis on advanced writing skills. 	Completion of campus Composition I general education requirement.	3 hours	Advanced Composition
Spring	2024	CMN	Intro to Interpersonal Comm	230	Study of communication theory and its application to interpersonal relationships; extensive discussion of problems of conflict and misunderstanding in personal affairs to facilitate the development of knowledge, insights, and skills in the processes of face-to-face interaction.		3 hours	Social & Beh Sci - Soc Sci
Spring	2024	CMN	Intro to Intercultural Comm	232	"Introduction to the study of intercultural communication in a variety of contexts, including domestic and international; examines theory and research to explain what happens when people from different cultural and linguistic backgrounds interact. Requires students to think critically about the ways in which ""taken-for-granted"" ways of thinking, acting, and interacting are culturally specific."		3 hours	Social & Beh Sci - Soc Sci,Cultural Studies - Non-West
Spring	2024	CMN	Social Movement Communication	250	Examines the communication strategies of social movements, concentrating on the types of messages that social movements create (including rhetorical messaging, social protest, grassroots organizing, fundraising, and media outreach). Focuses on the communication of major 19th, 20th, and 21st century social protest movements, including movements for civil rights, environmentalism, women's rights, and others. Emphasizes the functions of communication for identity formation, promulgation, and social change. Provides knowledge and tools for the analysis and production of messages.		3 hours	Cultural Studies - US Minority
Spring	2024	CMN	Intro to Health Communication	260	Introduces theory and research on communication in health and illness contexts. Explores how messages from media, interpersonal, and organizational sources affect health beliefs and behaviors.		3 hours	Social & Beh Sci - Beh Sci,Cultural Studies - Western
Spring	2024	CMN	Introduction to Mediated Communication	277	Survey of the history, structure, forms, and social effects of the American mass media, with significant focus on study of how media shape perceptions of people of color and other stigmatized groups.		4 hours	Cultural Studies - US Minority,Social & Beh Sci - Soc Sci
Spring	2024	CMN	Communication Internship	304	Directed internship experience for Communication majors. Students must have consent of the Internship Coordinator. May be repeated in separate terms to a maximum of 6 hours.		1 TO 3 hours	
Spring	2024	CMN	Strategies of Persuasion	321	Studies of powerful instances of public persuasion; students examine key means of public influence.		3 hours	
Spring	2024	CMN	Argumentation	323	Study of the theory of argument, e.g., evidence, reasoning, and construction of briefs; practice in formal and informal forms of debate and public discourse on current public questions. 	CMN 101.	3 hours	
Spring	2024	CMN	Rhetorical Performance Styles	324	Examines the role of performance in rhetoric from the earliest ages of great oratory to the present day. Students will learn the terminology and mechanics of physical and vocal delivery, explore various time periods considered to have rich traditions of rhetorical performance, and analyze the techniques and rhetorical styles of different periods in the history of rhetoric. Students will create their own performances using the rhetorical techniques of practices ranging from ancient Greek oratory to TED Talks. Credit is not given for CMN 324 if credit for CMN 396 has been given.		3 hours	
Spring	2024	CMN	Mass Media and the Audience	326	Presents information on how to conceptualize audiences, mass media use, and reception of media messages. Also examines the character of the audience experience, uses and gratifications of mass media, social cognition, and studies of audiences as interpretive communities.		3 hours	
Spring	2024	CMN	Communication and Public Opinion	327	Study of what public opinion is, how it is measured, how it is communicated, and how it affects politics and society. Examination of public opinion polling, the use of public opinion by politicians, political campaigns, and the news media, and the way that individuals do or do not contribute to public opinion in their everyday lives.		3 hours	
Spring	2024	CMN	Social Media and Politics	328	The growth and popularity of social media has greatly impacted democracy—serving as both a tool and a weapon. This course looks at how social media and politics intersect and their implications for society and democracy across three domains: the public, politicians and political campaigns, and the news media. Students will be able to explain how social media operates as a public sphere and its role in shaping political discourse.		3 hours	
Spring	2024	CMN	Family Communication	336	Examines the nature and functions of communication in various family configurations (e.g. nuclear families, single-parent families, stepfamilies); discusses both problematic interaction patterns and links between family interaction and strong families.		3 hours	
Spring	2024	CMN	Visual Media Effects	345	Provides an introduction to visual media effects in communication, and is intended for students with little or no experience with visual aspects of communication. Focuses on social scientific approaches to understanding visual media effects and theories of visual communication.		3 hours	
Spring	2024	CMN	Storytelling as Oral Communication	361	Explores the role of traditional oral narrative in contemporary social life. Examines some major genres: folktales, family stories, personal growth narratives, professional autobiographical presentations, TED talks. Each of these genres will be examined in terms of content, context in a larger community of discourse, and performance demands. In addition, students will create and perform their own stories representing these genres.		3 hours	
